Unit,,g,kg CO2 eq,kg CFC11 eq,kBq U-235 eq,kg NMVOC eq,disease inc.,CTUh,CTUh,mol H+ eq,kg P eq,kg N eq,mol N eq,CTUe,Pt,m3 depriv.,MJ,kg Sb eq,mPt,,,,mPt,kg CO2 eq
Food item in AGB 3.1 (SimaPro name),Food item in AGB 3.1 (short name),Serving size (g),Climate change per kg,Ozone depletion,Ionising radiation,Photochemical ozone formation,Particulate matter,"Human toxicity, non-cancer","Human toxicity, cancer",Acidification,"Eutrophication, freshwater","Eutrophication, marine","Eutrophication, terrestrial","Ecotoxicity, freshwater",Land use,Water use,"Resource use, fossils","Resource use, minerals and metals",Single score per kg,CIQUAL code,Food group,Food sub group,Single score per serving,Climate change per serving
"Squash, spaghetti, pulp, cooked, processed in FR | Ambient (average) | PP | at supermarket {FR} S","Squash, spaghetti, pulp, cooked",80,0.562644625,8.23E-08,0.139631988,0.002284046,3.80E-08,1.42E-08,4.80E-10,0.003692122,7.90E-05,0.001751125,0.013853824,3.683175749,9.294052086,2.735952154,12.10644879,4.05E-06,0.081220854,20143,"fruits, vegetables, legumes and oilseeds",Vegetables,0.006497668,0.04501157
"Carrot juice, pure juice, processed in FR | Ambient (long) | PET | at supermarket {FR} S","Carrot juice, pure juice",240,0.340485982,3.36E-07,0.163287119,0.001210668,2.66E-08,1.35E-08,3.43E-10,0.002702875,7.42E-05,0.001803287,0.007844522,25.9160479,13.11198354,2.941629698,7.920885107,9.98E-06,0.081499558,2006,beverages,non-alcoholic beverages,0.019559894,0.081716636
"Light syrup for canned fruits in syrup, processed in FR | Ambient (long) | Glass | at supermarket {FR} S",Light syrup for canned fruits in syrup,60,0.72835943,1.12E-07,0.140912189,0.002745934,8.95E-08,8.93E-09,3.59E-10,0.007194752,0.000112141,0.001431239,0.017374876,4.587891491,10.60485231,0.444083131,11.76779568,5.10E-06,0.081961873,20919,culinary aids and other ingredients,miscellaneous ingredients for vegetarian,0.004917712,0.043701566
"Syrup for canned fruits in syrup, processed in FR | Ambient (long) | Glass | at supermarket {FR} S",Syrup for canned fruits in syrup,60,0.72835943,1.12E-07,0.140912189,0.002745934,8.95E-08,8.93E-09,3.59E-10,0.007194752,0.000112141,0.001431239,0.017374876,4.587891491,10.60485231,0.444083131,11.76779568,5.10E-06,0.081961873,20918,culinary aids and other ingredients,miscellaneous ingredients for vegetarian,0.004917712,0.043701566
"Potato flakes, dehydrated, plain, processed in FR | Ambient (average) | Cardboard | at supermarket {FR} S","Potato flakes, dehydrated, plain",30,0.485263394,6.77E-08,0.891430256,0.001481974,3.52E-08,1.03E-08,3.47E-10,0.002864439,0.000116119,0.00129646,0.009244188,4.243497757,19.93602046,0.568177915,23.15875867,3.07E-06,0.082215089,4022,"fruits, vegetables, legumes and oilseeds",Potatoes and other tubers,0.002466453,0.014557902
"Cola, with sugar, processed in FR | Chilled | PET | at supermarket {FR} S","Cola, with sugar",240,0.480007868,8.15E-07,0.214143887,0.00171148,3.55E-08,6.74E-09,3.37E-10,0.00385764,8.32E-05,0.001026729,0.013545026,9.731624629,13.33590747,0.394858404,11.153639,2.17E-05,0.082410019,18018,beverages,non-alcoholic beverages,0.019778405,0.115201888
"Cola, with sugar and artificial sweetener(s), processed in FR | Chilled | PET | at supermarket {FR} S","Cola, with sugar and artificial sweetener(s)",240,0.480007868,8.15E-07,0.214143887,0.00171148,3.55E-08,6.74E-09,3.37E-10,0.00385764,8.32E-05,0.001026729,0.013545026,9.731624629,13.33590747,0.394858404,11.153639,2.17E-05,0.082410019,18037,beverages,non-alcoholic beverages,0.019778405,0.115201888
"Cola, with sugar and without caffeine, processed in FR | Chilled | PET | at supermarket {FR} S","Cola, with sugar and without caffeine",240,0.480007868,8.15E-07,0.214143887,0.00171148,3.55E-08,6.74E-09,3.37E-10,0.00385764,8.32E-05,0.001026729,0.013545026,9.731624629,13.33590747,0.394858404,11.153639,2.17E-05,0.082410019,18067,beverages,non-alcoholic beverages,0.019778405,0.115201888
"Cola, without sugar and with artificial sweetener(s), processed in FR | Chilled | PET | at supermarket {FR} S","Cola, without sugar and with artificial sweetener(s)",240,0.480007868,8.15E-07,0.214143887,0.00171148,3.55E-08,6.74E-09,3.37E-10,0.00385764,8.32E-05,0.001026729,0.013545026,9.731624629,13.33590747,0.394858404,11.153639,2.17E-05,0.082410019,18060,beverages,non-alcoholic beverages,0.019778405,0.115201888
"Cola, without sugar, with artificial sweetener(s) and with caffeine, processed in FR | Chilled | PET | at supermarket {FR} S","Cola, without sugar, with artificial sweetener(s) and with caffeine",240,0.480007868,8.15E-07,0.214143887,0.00171148,3.55E-08,6.74E-09,3.37E-10,0.00385764,8.32E-05,0.001026729,0.013545026,9.731624629,13.33590747,0.394858404,11.153639,2.17E-05,0.082410019,18068,beverages,non-alcoholic beverages,0.019778405,0.115201888
"Lemonade, with sugar, processed in FR | Chilled | PET | at supermarket {FR} S","Lemonade, with sugar",240,0.480007868,8.15E-07,0.214143887,0.00171148,3.55E-08,6.74E-09,3.37E-10,0.00385764,8.32E-05,0.001026729,0.013545026,9.731624629,13.33590747,0.394858404,11.153639,2.17E-05,0.082410019,18010,beverages,non-alcoholic beverages,0.019778405,0.115201888
"Lemonade, with sugar and artificial sweetener(s), processed in FR | Chilled | PET | at supermarket {FR} S","Lemonade, with sugar and artificial sweetener(s)",240,0.480007868,8.15E-07,0.214143887,0.00171148,3.55E-08,6.74E-09,3.37E-10,0.00385764,8.32E-05,0.001026729,0.013545026,9.731624629,13.33590747,0.394858404,11.153639,2.17E-05,0.082410019,18016,beverages,non-alcoholic beverages,0.019778405,0.115201888
"Lemonade, without sugar, with artificial sweetener(s), processed in FR | Chilled | PET | at supermarket {FR} S","Lemonade, without sugar, with artificial sweetener(s)",240,0.480007868,8.15E-07,0.214143887,0.00171148,3.55E-08,6.74E-09,3.37E-10,0.00385764,8.32E-05,0.001026729,0.013545026,9.731624629,13.33590747,0.394858404,11.153639,2.17E-05,0.082410019,18035,beverages,non-alcoholic beverages,0.019778405,0.115201888
"Soft drink, carbonated, without fruit juice, with sugar, processed in FR | Chilled | PET | at supermarket {FR} S","Soft drink, carbonated, without fruit juice, with sugar",240,0.480007868,8.15E-07,0.214143887,0.00171148,3.55E-08,6.74E-09,3.37E-10,0.00385764,8.32E-05,0.001026729,0.013545026,9.731624629,13.33590747,0.394858404,11.153639,2.17E-05,0.082410019,18026,beverages,non-alcoholic beverages,0.019778405,0.115201888
"Soft drink, carbonated, without fruit juice, with sugar and artificial sweetener(s), processed in FR | Chilled | PET | at supermarket {FR} S","Soft drink, carbonated, without fruit juice, with sugar and artificial sweetener(s)",240,0.480007868,8.15E-07,0.214143887,0.00171148,3.55E-08,6.74E-09,3.37E-10,0.00385764,8.32E-05,0.001026729,0.013545026,9.731624629,13.33590747,0.394858404,11.153639,2.17E-05,0.082410019,18078,beverages,non-alcoholic beverages,0.019778405,0.115201888
"Tonic drink, with sugar, processed in FR | Chilled | PET | at supermarket {FR} S","Tonic drink, with sugar",240,0.480007868,8.15E-07,0.214143887,0.00171148,3.55E-08,6.74E-09,3.37E-10,0.00385764,8.32E-05,0.001026729,0.013545026,9.731624629,13.33590747,0.394858404,11.153639,2.17E-05,0.082410019,18344,beverages,non-alcoholic beverages,0.019778405,0.115201888
"Tonic drink, with sugar and artificial sweetener(s), processed in FR | Chilled | PET | at supermarket {FR} S","Tonic drink, with sugar and artificial sweetener(s)",240,0.480007868,8.15E-07,0.214143887,0.00171148,3.55E-08,6.74E-09,3.37E-10,0.00385764,8.32E-05,0.001026729,0.013545026,9.731624629,13.33590747,0.394858404,11.153639,2.17E-05,0.082410019,18014,beverages,non-alcoholic beverages,0.019778405,0.115201888
"Tonic drink, without sugar, with artificial sweetener(s), processed in FR | Chilled | PET | at supermarket {FR} S","Tonic drink, without sugar, with artificial sweetener(s)",240,0.480007868,8.15E-07,0.214143887,0.00171148,3.55E-08,6.74E-09,3.37E-10,0.00385764,8.32E-05,0.001026729,0.013545026,9.731624629,13.33590747,0.394858404,11.153639,2.17E-05,0.082410019,18013,beverages,non-alcoholic beverages,0.019778405,0.115201888
"Pineapple, pulp, raw, processed in FR | Ambient (average) | No packaging | at supermarket {FR} S","Pineapple, pulp, raw",80,0.487003032,8.37E-08,0.03512727,0.003196257,3.36E-08,1.18E-07,8.77E-10,0.005114298,0.000124698,0.005015658,0.016206565,21.31980944,16.66058564,0.299316769,6.03577706,4.06E-06,0.082451561,13002,"fruits, vegetables, legumes and oilseeds",fruits,0.006596125,0.038960243
"Chili pepper, raw, processed in FR | Ambient (average) | No packaging | at supermarket {FR} S","Chili pepper, raw",30,0.88409059,8.80E-08,0.147839512,0.002773314,4.01E-08,1.18E-08,3.34E-10,0.004397703,0.000260375,0.001647256,0.010796102,5.117787039,6.137172823,1.14801323,11.85133174,5.22E-06,0.082644909,20151,"fruits, vegetables, legumes and oilseeds",Vegetables,0.002479347,0.026522718
"Sweet pepper, green, raw, processed in FR | Ambient (average) | No packaging | at supermarket {FR} S","Sweet pepper, green, raw",80,0.88409059,8.80E-08,0.147839512,0.002773314,4.01E-08,1.18E-08,3.34E-10,0.004397703,0.000260375,0.001647256,0.010796102,5.117787039,6.137172823,1.14801323,11.85133174,5.22E-06,0.082644909,20085,"fruits, vegetables, legumes and oilseeds",Vegetables,0.006611593,0.070727247
"Sweet pepper, green, yellow or red, raw, processed in FR | Ambient (average) | No packaging | at supermarket {FR} S","Sweet pepper, green, yellow or red, raw",80,0.88409059,8.80E-08,0.147839512,0.002773314,4.01E-08,1.18E-08,3.34E-10,0.004397703,0.000260375,0.001647256,0.010796102,5.117787039,6.137172823,1.14801323,11.85133174,5.22E-06,0.082644909,20041,"fruits, vegetables, legumes and oilseeds",Vegetables,0.006611593,0.070727247
"Sweet pepper, red, raw, processed in FR | Ambient (average) | No packaging | at supermarket {FR} S","Sweet pepper, red, raw",80,0.88409059,8.80E-08,0.147839512,0.002773314,4.01E-08,1.18E-08,3.34E-10,0.004397703,0.000260375,0.001647256,0.010796102,5.117787039,6.137172823,1.14801323,11.85133174,5.22E-06,0.082644909,20087,"fruits, vegetables, legumes and oilseeds",Vegetables,0.006611593,0.070727247
"Sweet pepper, yellow, raw, processed in FR | Ambient (average) | No packaging | at supermarket {FR} S","Sweet pepper, yellow, raw",80,0.88409059,8.80E-08,0.147839512,0.002773314,4.01E-08,1.18E-08,3.34E-10,0.004397703,0.000260375,0.001647256,0.010796102,5.117787039,6.137172823,1.14801323,11.85133174,5.22E-06,0.082644909,20168,"fruits, vegetables, legumes and oilseeds",Vegetables,0.006611593,0.070727247
"Sweet pepper, red, canned, drained, processed in FR | Ambient (long) | Steel | at supermarket {FR} S","Sweet pepper, red, canned, drained",80,0.919510276,1.00E-07,0.179680946,0.002958198,4.30E-08,9.84E-09,1.36E-09,0.003828532,0.000264035,0.001477048,0.009744299,4.701830948,4.909760479,0.806546985,13.6640168,4.22E-06,0.082899776,20275,"fruits, vegetables, legumes and oilseeds",Vegetables,0.006631982,0.073560822
"Celery stalk, canned, drained, processed in FR | Ambient (long) | Steel | at supermarket {FR} S","Celery stalk, canned, drained",80,0.904189461,1.08E-07,0.178356095,0.002853671,4.28E-08,1.16E-08,1.39E-09,0.003747248,0.000230351,0.002307967,0.010622287,7.217417405,7.409173911,0.496023478,14.09519844,4.40E-06,0.082948807,20078,"fruits, vegetables, legumes and oilseeds",Vegetables,0.006635905,0.072335157
"Chinese or Japanese artichokes, frozen, raw, processed in FR | Frozen | LDPE | at supermarket {FR} S","Chinese or Japanese artichokes, frozen, raw",80,0.55338167,7.20E-08,0.330998954,0.001952324,3.09E-08,1.11E-08,3.50E-10,0.00304163,0.000127445,0.00144889,0.008208582,16.91259764,9.934334846,1.986397319,14.93507175,4.64E-06,0.082957092,20231,"fruits, vegetables, legumes and oilseeds",Vegetables,0.006636567,0.044270534
"Apple juice, pure juice, processed in FR | Ambient (long) | Cardboard | at supermarket {FR} S","Apple juice, pure juice",240,0.501550457,8.02E-08,0.165385325,0.001717613,3.46E-08,1.16E-08,4.93E-10,0.002783348,9.88E-05,0.001135091,0.01134381,12.66497374,22.73962226,3.769412351,8.540463198,3.64E-06,0.083223602,2074,beverages,non-alcoholic beverages,0.019973664,0.12037211
"Red kidney bean, canned, drained, processed in FR | Ambient (long) | Steel | at supermarket {FR} S","Red kidney bean, canned, drained",100,0.742330577,8.04E-08,0.145676582,0.002667961,3.18E-08,2.45E-08,2.07E-09,0.002645657,0.000213354,0.006731666,0.008468883,8.16789757,93.55245998,0.1654644,10.06660372,3.47E-06,0.083818197,20524,"fruits, vegetables, legumes and oilseeds",Legumes,0.00838182,0.074233058
"Apricot, pitted, raw, processed in FR | Ambient (average) | LDPE | at supermarket {FR} S","Apricot, pitted, raw",80,0.5587117,7.67E-08,0.100718236,0.002587783,5.11E-08,8.75E-09,1.49E-09,0.00579672,0.000150042,0.000764876,0.021298565,24.94703548,35.0965505,1.071226576,11.01257745,5.08E-06,0.084267205,13000,"fruits, vegetables, legumes and oilseeds",fruits,0.006741376,0.044696936
"Cardoon, cooked, processed in FR | Ambient (average) | PP | at supermarket {FR} S","Cardoon, cooked",80,0.672978968,9.04E-08,0.227265375,0.002432601,5.43E-08,3.81E-08,5.98E-10,0.00589694,7.15E-05,0.004287649,0.025771288,4.267915728,27.13513072,0.207113371,13.36209597,3.92E-06,0.084617322,20241,"fruits, vegetables, legumes and oilseeds",Vegetables,0.006769386,0.053838317
"Soup, tomatoes and vermicelli, prepacked, to be reheated, processed in FR | Ambient (long) | Cardboard | at supermarket {FR} S","Soup, tomatoes and vermicelli, prepacked, to be reheated",245,0.57224275,7.90E-08,0.50536688,0.001792284,4.16E-08,1.63E-08,4.68E-10,0.003931369,0.000127609,0.002546855,0.014014391,4.491889155,16.29961123,1.309164573,17.05955711,4.05E-06,0.085112676,25933,ready meals and starters,soups,0.020852606,0.140199474
"Melon, cantaloupe (ex Cavaillon or Charentais melon), pulp, raw, processed in FR | Ambient (average) | No packaging | at supermarket {FR} S","Melon, cantaloupe (ex Cavaillon or Charentais melon), pulp, raw",80,0.431455592,7.86E-08,0.097824361,0.00200274,2.65E-08,1.23E-08,6.40E-10,0.002706293,0.000113666,0.002816919,0.009452465,3.407009875,23.37492258,4.741155741,7.991570577,3.13E-06,0.085167014,13026,"fruits, vegetables, legumes and oilseeds",fruits,0.006813361,0.034516447
"Melon, honeydew, pulp, raw, processed in FR | Ambient (average) | No packaging | at supermarket {FR} S","Melon, honeydew, pulp, raw",80,0.431455592,7.86E-08,0.097824361,0.00200274,2.65E-08,1.23E-08,6.40E-10,0.002706293,0.000113666,0.002816919,0.009452465,3.407009875,23.37492258,4.741155741,7.991570577,3.13E-06,0.085167014,13742,"fruits, vegetables, legumes and oilseeds",fruits,0.006813361,0.034516447
"Tomato, pulp and peel, boiled/cooked in water, processed in FR | Ambient (average) | PP | at supermarket {FR} S","Tomato, pulp and peel, boiled/cooked in water",80,0.63122245,8.55E-08,0.135111076,0.002216712,5.92E-08,1.69E-08,1.10E-09,0.003988973,9.30E-05,0.00130687,0.012876755,8.489414519,1.606140518,1.916538528,13.10761215,6.03E-06,0.085347966,20242,"fruits, vegetables, legumes and oilseeds",Vegetables,0.006827837,0.050497796
"Watermelon, pulp, raw, processed in FR | Ambient (average) | No packaging | at supermarket {FR} S","Watermelon, pulp, raw",80,0.450113727,8.34E-08,0.069562736,0.002135442,2.79E-08,1.24E-08,6.44E-10,0.002874297,0.000113339,0.002856384,0.009909845,3.506080881,23.55389631,4.729155069,7.68196128,3.02E-06,0.085473079,13036,"fruits, vegetables, legumes and oilseeds",fruits,0.006837846,0.036009098
"Passion fruit, pulp and pips, raw, processed in FR | Ambient (average) | No packaging | at supermarket {FR} S","Passion fruit, pulp and pips, raw",80,0.651126425,7.43E-08,0.09996125,0.001979996,3.56E-08,4.14E-08,4.97E-10,0.003532952,0.000198155,0.002173287,0.009086683,7.073259377,19.74630177,2.498222417,8.800928109,5.84E-06,0.08606131,13016,"fruits, vegetables, legumes and oilseeds",fruits,0.006884905,0.052090114
"Haricot bean, canned, drained, processed in FR | Ambient (long) | Steel | at supermarket {FR} S","Haricot bean, canned, drained",100,0.5233304,7.11E-08,0.134810672,0.001708546,4.41E-08,4.67E-09,1.36E-09,0.004274618,0.000150423,0.001793169,0.016233732,4.165557194,46.73435626,3.616816246,8.973494618,2.00E-06,0.08643792,20511,"fruits, vegetables, legumes and oilseeds",Legumes,0.008643792,0.05233304
"Broccoli, cooked, processed in FR | Ambient (average) | PP | at supermarket {FR} S","Broccoli, cooked",80,0.792793869,9.16E-08,0.153132314,0.003008772,3.98E-08,1.66E-08,3.85E-10,0.004402591,0.000102555,0.004951911,0.015054683,5.990352331,8.942886183,0.933811045,13.64841223,5.82E-06,0.08647225,20006,"fruits, vegetables, legumes and oilseeds",Vegetables,0.00691778,0.06342351
"Broccoli, puree, processed in FR | Ambient (average) | PP | at supermarket {FR} S","Broccoli, puree",80,0.792793869,9.16E-08,0.153132314,0.003008772,3.98E-08,1.66E-08,3.85E-10,0.004402591,0.000102555,0.004951911,0.015054683,5.990352331,8.942886183,0.933811045,13.64841223,5.82E-06,0.08647225,20259,"fruits, vegetables, legumes and oilseeds",Vegetables,0.00691778,0.06342351
"Flageolet bean, canned, drained, processed in FR | Ambient (long) | Steel | at supermarket {FR} S","Flageolet bean, canned, drained",100,0.761441035,8.20E-08,0.14660626,0.002749725,3.23E-08,2.57E-08,2.13E-09,0.002729852,0.000219452,0.007107215,0.008791789,8.549245074,99.05370515,0.165621448,10.19230933,3.60E-06,0.086562084,20508,"fruits, vegetables, legumes and oilseeds",Legumes,0.008656208,0.076144103
"Fennel, raw, processed in FR | Ambient (average) | No packaging | at supermarket {FR} S","Fennel, raw",80,0.711852868,1.03E-07,0.083603976,0.003512211,3.96E-08,1.35E-08,3.84E-10,0.005104168,9.84E-05,0.004268613,0.016193094,23.78108369,11.62082328,1.210385691,9.404476125,6.11E-06,0.086846128,20028,"fruits, vegetables, legumes and oilseeds",Vegetables,0.00694769,0.056948229
"Plantain banana, raw, processed in FR | Ambient (average) | No packaging | at supermarket {FR} S","Plantain banana, raw",80,0.516209265,8.93E-08,0.056794963,0.00291965,5.05E-08,4.57E-09,3.02E-10,0.007163047,6.44E-05,0.002507795,0.026759059,6.151726961,17.5199015,3.582717781,6.475439672,2.96E-06,0.086970647,53100,"fruits, vegetables, legumes and oilseeds",Vegetables,0.006957652,0.041296741
"Grape juice, pure juice, processed in FR | Ambient (long) | PET | at supermarket {FR} S","Grape juice, pure juice",240,0.437189444,3.54E-07,0.132609001,0.002172529,2.93E-08,7.79E-08,1.39E-09,0.003408735,0.000118534,0.004134973,0.013558714,10.58014367,69.1936428,0.279492714,7.849059677,1.43E-05,0.087542562,2016,beverages,non-alcoholic beverages,0.021010215,0.104925467
"Escaroles, processed in FR | Chilled | No packaging | at supermarket {FR} S",Escaroles,80,0.526755056,7.54E-08,0.537625308,0.00173941,4.38E-08,2.88E-08,5.96E-10,0.003323123,7.14E-05,0.001338553,0.016467942,4.111190134,2.272807881,1.98869074,16.50507833,5.82E-06,0.088495201,20090,"fruits, vegetables, legumes and oilseeds",Vegetables,0.007079616,0.042140404
"Mesclun or salads, mix of baby leaves, processed in FR | Chilled | No packaging | at supermarket {FR} S","Mesclun or salads, mix of baby leaves",80,0.526755056,7.54E-08,0.537625308,0.00173941,4.38E-08,2.88E-08,5.96E-10,0.003323123,7.14E-05,0.001338553,0.016467942,4.111190134,2.272807881,1.98869074,16.50507833,5.82E-06,0.088495201,20272,"fruits, vegetables, legumes and oilseeds",Vegetables,0.007079616,0.042140404
"Salsify, frozen, raw, processed in FR | Frozen | LDPE | at supermarket {FR} S","Salsify, frozen, raw",80,0.596352027,7.49E-08,0.335262544,0.002061406,3.32E-08,1.23E-08,3.76E-10,0.003339935,0.000136895,0.001640004,0.009260723,19.57515279,10.97972477,2.22352526,15.23762851,4.82E-06,0.089176126,20237,"fruits, vegetables, legumes and oilseeds",Vegetables,0.00713409,0.047708162
"Leek, cooked, processed in FR | Ambient (average) | PP | at supermarket {FR} S","Leek, cooked",80,0.684498356,9.15E-08,0.132075576,0.002724373,6.54E-08,3.69E-08,5.03E-10,0.005374039,6.27E-05,0.002107212,0.030582843,9.895130593,10.82721448,1.465868834,11.4049174,3.73E-06,0.089425462,20040,"fruits, vegetables, legumes and oilseeds",Vegetables,0.007154037,0.054759868
"Lentil, seasoned, canned, drained, processed in FR | Ambient (long) | Steel | at supermarket {FR} S","Lentil, seasoned, canned, drained",100,0.733736259,9.34E-08,0.14888862,0.002867906,3.50E-08,7.21E-09,2.11E-09,0.003684151,0.000299832,0.007127599,0.012309135,13.2110356,95.97251968,0.629447164,10.07004276,2.33E-06,0.090039697,20510,"fruits, vegetables, legumes and oilseeds",Legumes,0.00900397,0.073373626
"Gnocchi, from potato, raw, processed in FR | Chilled | LDPE | at supermarket {FR} S","Gnocchi, from potato, raw",75,0.735095364,8.25E-08,0.218280214,0.002549374,5.07E-08,1.32E-08,6.83E-10,0.006200574,0.000160237,0.003323853,0.023301911,7.974693263,44.73951548,0.854139087,13.44778118,4.38E-06,0.090576168,26264,cereal products,"pasta, rice and grains",0.006793213,0.055132152
"Gnocchi, from semolina, raw, processed in FR | Chilled | LDPE | at supermarket {FR} S","Gnocchi, from semolina, raw",75,0.735095364,8.25E-08,0.218280214,0.002549374,5.07E-08,1.32E-08,6.83E-10,0.006200574,0.000160237,0.003323853,0.023301911,7.974693263,44.73951548,0.854139087,13.44778118,4.38E-06,0.090576168,26265,cereal products,"pasta, rice and grains",0.006793213,0.055132152
"Whiskey-based cocktail, processed in FR | Ambient (long) | Glass | at supermarket {FR} S",Whiskey-based cocktail,100,0.880572088,1.33E-07,0.192218254,0.005427527,1.08E-07,9.87E-09,3.88E-10,0.005887902,0.000112234,0.000972349,0.010895263,4.098866386,13.55160349,0.16814217,14.68185393,4.91E-06,0.090748246,1013,beverages,alcoholic beverages,0.009074825,0.088057209
"Bran grain bread, processed in FR | Ambient (short) | Paper | at supermarket {FR} S",Bran grain bread,50,0.629638976,6.66E-08,0.480803884,0.00182115,5.48E-08,1.03E-08,7.53E-10,0.007086056,0.000144929,0.004698802,0.028941097,8.555287052,56.35113825,0.268497355,14.91366377,3.11E-06,0.091705606,7115,cereal products,Breads and viennese pastries,0.00458528,0.031481949
"Soy sauce, prepacked, processed in FR | Chilled | PVC | at supermarket {FR} S","Soy sauce, prepacked",15,0.680324069,1.44E-07,0.651264776,0.002055586,3.78E-08,1.33E-08,6.25E-10,0.004196465,0.000159152,0.002896864,0.014282134,5.934054413,31.77184737,0.379990434,20.89258682,5.44E-06,0.092314516,11104,culinary aids and other ingredients,sauces,0.001384718,0.010204861
"Chicory, raw, processed in FR | Ambient (average) | No packaging | at supermarket {FR} S","Chicory, raw",80,0.68227594,1.85E-07,0.529930215,0.002069908,3.24E-08,8.87E-09,5.91E-10,0.003294457,0.000101291,0.002545632,0.011114445,28.42622906,34.24179305,0.917675384,16.30806986,5.97E-06,0.092895133,20026,"fruits, vegetables, legumes and oilseeds",Vegetables,0.007431611,0.054582075
"Lemonade with a flavoured syrup, processed in FR | Chilled | PET | at supermarket {FR} S",Lemonade with a flavoured syrup,240,0.528358751,8.20E-07,0.217439161,0.001890787,4.56E-08,7.52E-09,3.80E-10,0.005275182,9.47E-05,0.001508664,0.019714458,9.845653612,15.699633,0.796825231,11.62471412,2.21E-05,0.093752601,18039,beverages,non-alcoholic beverages,0.022500624,0.1268061
"Coriander, fresh, processed in FR | Ambient (long) | LDPE | at supermarket {FR} S","Coriander, fresh",3.75,0.760138282,8.28E-08,0.125766333,0.003558562,4.10E-08,1.31E-08,3.93E-10,0.005136802,0.000149243,0.003925402,0.015042224,21.74417307,11.58886297,1.31820174,13.3622279,6.21E-06,0.094231944,11094,culinary aids and other ingredients,herbs,0.00035337,0.002850519
"Mung bean, sprouted or soy spouts, canned, drained, processed in FR | Ambient (long) | Steel | at supermarket {FR} S","Mung bean, sprouted or soy spouts, canned, drained",80,0.87276466,1.05E-07,0.150196732,0.003192031,3.62E-08,2.65E-08,2.17E-09,0.00324419,0.000231526,0.00729981,0.010802461,9.512854097,99.33025869,0.174745934,11.13752058,4.12E-06,0.094530429,20029,"fruits, vegetables, legumes and oilseeds",Vegetables,0.007562434,0.069821173
"Turnip, frozen, raw, processed in FR | Frozen | LDPE | at supermarket {FR} S","Turnip, frozen, raw",80,0.626183473,8.15E-08,0.481285594,0.002090322,3.34E-08,1.26E-08,4.23E-10,0.003271293,0.000148256,0.001717298,0.008757479,17.69437221,10.15186525,2.045805432,18.99918705,4.97E-06,0.094947764,20234,"fruits, vegetables, legumes and oilseeds",Vegetables,0.007595821,0.050094678
"Carrot, frozen, raw, processed in FR | Frozen | LDPE | at supermarket {FR} S","Carrot, frozen, raw",80,0.626183474,8.15E-08,0.481285594,0.002090322,3.34E-08,1.26E-08,4.23E-10,0.003271293,0.000148256,0.001717298,0.008757479,17.69437221,10.15186525,2.045805432,18.99918705,4.97E-06,0.094947764,20208,"fruits, vegetables, legumes and oilseeds",Vegetables,0.007595821,0.050094678
"Haricot beans with tomato sauce, canned, processed in FR | Ambient (long) | Steel | at supermarket {FR} S","Haricot beans with tomato sauce, canned",130,0.598454118,8.06E-08,0.204998146,0.001856072,4.61E-08,5.46E-09,1.40E-09,0.004505422,0.000163908,0.00186192,0.01674645,4.390851475,46.93628265,3.631766753,11.46907583,2.98E-06,0.095151924,20194,ready meals and starters,ready meals,0.01236975,0.077799035
"Fruit soft drink, still (10-50% of fruit juice), reduced sugar, processed in FR | Chilled | PET | at supermarket {FR} S","Fruit soft drink, still (10-50% of fruit juice), reduced sugar",240,0.529072073,8.16E-07,0.214423121,0.001795197,5.39E-08,5.93E-09,3.35E-10,0.006508238,9.67E-05,0.001971316,0.025192864,3.991161726,11.4081383,0.796771937,11.53490507,2.20E-05,0.095206139,18304,beverages,non-alcoholic beverages,0.022849473,0.126977297
"Fruit soft drink, still (10-50% of fruit juice), with sugar, processed in FR | Chilled | PET | at supermarket {FR} S","Fruit soft drink, still (10-50% of fruit juice), with sugar",240,0.529072073,8.16E-07,0.214423121,0.001795197,5.39E-08,5.93E-09,3.35E-10,0.006508238,9.67E-05,0.001971316,0.025192864,3.991161726,11.4081383,0.796771937,11.53490507,2.20E-05,0.095206139,18339,beverages,non-alcoholic beverages,0.022849473,0.126977297
"Fruit soft drink, still (fruit juice content unspecified), with sugar, processed in FR | Chilled | PET | at supermarket {FR} S","Fruit soft drink, still (fruit juice content unspecified), with sugar",240,0.529072073,8.16E-07,0.214423121,0.001795197,5.39E-08,5.93E-09,3.35E-10,0.006508238,9.67E-05,0.001971316,0.025192864,3.991161726,11.4081383,0.796771937,11.53490507,2.20E-05,0.095206139,18309,beverages,non-alcoholic beverages,0.022849473,0.126977297
"Fruit soft drink, still (less than 10% of fruit juice), with sugar, processed in FR | Chilled | PET | at supermarket {FR} S","Fruit soft drink, still (less than 10% of fruit juice), with sugar",240,0.529072073,8.16E-07,0.214423121,0.001795197,5.39E-08,5.93E-09,3.35E-10,0.006508238,9.67E-05,0.001971316,0.025192864,3.991161726,11.4081383,0.796771937,11.53490507,2.20E-05,0.095206139,18023,beverages,non-alcoholic beverages,0.022849473,0.126977297
"Plantain banana, cooked, processed in FR | Ambient (average) | PP | at supermarket {FR} S","Plantain banana, cooked",110,0.558723861,7.24E-08,0.102453034,0.002928024,5.28E-08,4.72E-09,3.07E-10,0.007229587,7.36E-05,0.002459684,0.026167405,5.945719438,17.58865085,3.664120657,10.65798345,3.31E-06,0.095310298,53101,"fruits, vegetables, legumes and oilseeds",Potatoes and other tubers,0.010484133,0.061459625
