Unit,,g,kg CO2 eq,kg CFC11 eq,kBq U-235 eq,kg NMVOC eq,disease inc.,CTUh,CTUh,mol H+ eq,kg P eq,kg N eq,mol N eq,CTUe,Pt,m3 depriv.,MJ,kg Sb eq,mPt,,,,mPt,kg CO2 eq
Food item in AGB 3.1 (SimaPro name),Food item in AGB 3.1 (short name),Serving size (g),Climate change per kg,Ozone depletion,Ionising radiation,Photochemical ozone formation,Particulate matter,"Human toxicity, non-cancer","Human toxicity, cancer",Acidification,"Eutrophication, freshwater","Eutrophication, marine","Eutrophication, terrestrial","Ecotoxicity, freshwater",Land use,Water use,"Resource use, fossils","Resource use, minerals and metals",Single score per kg,CIQUAL code,Food group,Food sub group,Single score per serving,Climate change per serving
"Fritter, filled with beef (filo pastry), processed in FR | Chilled | PS | at supermarket {FR} S","Fritter, filled with beef (filo pastry)",85,3.341538902,3.32E-07,1.234111047,0.008975183,3.20E-07,1.68E-07,2.33E-09,0.043966832,0.00060715,0.017774763,0.180291983,46.85740075,169.0702382,19.45601591,51.28168018,1.43E-05,0.571085378,25558,ready meals and starters,savoury pastries and other starters,0.048542257,0.284030807
"Fritter, filled with eggs (filo pastry), processed in FR | Chilled | PS | at supermarket {FR} S","Fritter, filled with eggs (filo pastry)",85,3.341538902,3.32E-07,1.234111047,0.008975183,3.20E-07,1.68E-07,2.33E-09,0.043966832,0.00060715,0.017774763,0.180291983,46.85740075,169.0702382,19.45601591,51.28168018,1.43E-05,0.571085378,25557,ready meals and starters,savoury pastries and other starters,0.048542257,0.284030807
"Fritter, filled with potatoes (filo pastry), processed in FR | Chilled | PS | at supermarket {FR} S","Fritter, filled with potatoes (filo pastry)",85,3.341538902,3.32E-07,1.234111047,0.008975183,3.20E-07,1.68E-07,2.33E-09,0.043966832,0.00060715,0.017774763,0.180291983,46.85740075,169.0702382,19.45601591,51.28168018,1.43E-05,0.571085378,25559,ready meals and starters,savoury pastries and other starters,0.048542257,0.284030807
"Grana Padano cheese, from cow's milk, processed in FR | Chilled | LDPE | at supermarket {FR} S","Grana Padano cheese, from cow's milk",30,6.082660664,2.40E-07,0.62834078,0.010730524,4.56E-07,1.32E-07,3.76E-09,0.062663882,0.000843017,0.020816736,0.266192773,62.70105557,330.8591247,2.130586676,32.38743098,1.57E-05,0.571990087,12123,milk and dairy products,cheese and similar,0.017159703,0.18247982
"Peanut, processed in FR | Ambient (long) | LDPE | at supermarket {FR} S",Peanut,30,4.080986083,2.02E-07,0.200409126,0.010080699,4.45E-07,1.05E-07,4.65E-09,0.064425993,0.001240834,0.040306352,0.278103482,26.22328222,536.1952222,4.988249265,23.30452146,1.94E-05,0.572133285,15001,"fruits, vegetables, legumes and oilseeds",Nuts and seeds,0.017163999,0.122429583
"Peanut, boiled/cooked in water, w salt, processed in FR | Ambient (long) | LDPE | at supermarket {FR} S","Peanut, boiled/cooked in water, w salt",30,4.080986083,2.02E-07,0.200409126,0.010080699,4.45E-07,1.05E-07,4.65E-09,0.064425993,0.001240834,0.040306352,0.278103482,26.22328222,536.1952222,4.988249265,23.30452146,1.94E-05,0.572133285,20581,"fruits, vegetables, legumes and oilseeds",Nuts and seeds,0.017163999,0.122429583
"Peanut, grilled, processed in FR | Ambient (long) | LDPE | at supermarket {FR} S","Peanut, grilled",30,4.080986083,2.02E-07,0.200409126,0.010080699,4.45E-07,1.05E-07,4.65E-09,0.064425993,0.001240834,0.040306352,0.278103482,26.22328222,536.1952222,4.988249265,23.30452146,1.94E-05,0.572133285,15037,"fruits, vegetables, legumes and oilseeds",Nuts and seeds,0.017163999,0.122429583
"Peanut, grilled, salted, processed in FR | Ambient (long) | LDPE | at supermarket {FR} S","Peanut, grilled, salted",30,4.080986083,2.02E-07,0.200409126,0.010080699,4.45E-07,1.05E-07,4.65E-09,0.064425993,0.001240834,0.040306352,0.278103482,26.22328222,536.1952222,4.988249265,23.30452146,1.94E-05,0.572133285,15002,"fruits, vegetables, legumes and oilseeds",Nuts and seeds,0.017163999,0.122429583
"Pine nuts, processed in FR | Ambient (long) | LDPE | at supermarket {FR} S",Pine nuts,30,4.080986083,2.02E-07,0.200409126,0.010080699,4.45E-07,1.05E-07,4.65E-09,0.064425993,0.001240834,0.040306352,0.278103482,26.22328222,536.1952222,4.988249265,23.30452146,1.94E-05,0.572133285,15025,"fruits, vegetables, legumes and oilseeds",Nuts and seeds,0.017163999,0.122429583
"Mimolette cheese, from cow's milk, processed in FR | Chilled | LDPE | at supermarket {FR} S","Mimolette cheese, from cow's milk",30,6.09598272,2.40E-07,0.627920689,0.010749925,4.57E-07,1.33E-07,3.77E-09,0.062823867,0.000843933,0.020865909,0.266902781,62.86491901,331.7549394,2.134547819,32.38257939,1.57E-05,0.573177539,12740,milk and dairy products,cheese and similar,0.017195326,0.182879482
"Mimolette cheese, half-old, from cow's milk, processed in FR | Chilled | LDPE | at supermarket {FR} S","Mimolette cheese, half-old, from cow's milk",30,6.09598272,2.40E-07,0.627920689,0.010749925,4.57E-07,1.33E-07,3.77E-09,0.062823867,0.000843933,0.020865909,0.266902781,62.86491901,331.7549394,2.134547819,32.38257939,1.57E-05,0.573177539,12737,milk and dairy products,cheese and similar,0.017195326,0.182879482
"Gruyere cheese, France, Protected Geographical Indication, from cow's milk, processed in FR | Chilled | LDPE | at supermarket {FR} S","Gruyere cheese, France, Protected Geographical Indication, from cow's milk",30,6.117974765,2.40E-07,0.627227541,0.010781945,4.59E-07,1.33E-07,3.78E-09,0.063087891,0.000845445,0.020947081,0.268074478,63.135416,333.2336854,2.141113685,32.37457353,1.58E-05,0.575137714,12113,milk and dairy products,cheese and similar,0.017254131,0.183539243
"Omelette, with cheese, processed in FR | Chilled | LDPE | at supermarket {FR} S","Omelette, with cheese",110,3.943573779,2.12E-07,0.907576096,0.009804949,5.59E-07,1.05E-07,3.77E-09,0.078520498,0.000845665,0.01933153,0.338401575,75.14470164,248.9434241,3.941987051,37.61508201,1.42E-05,0.575286756,22506,"meat, eggs, fish",eggs,0.063281543,0.433793116
"Abondance cheese, from cow's milk, processed in FR | Chilled | LDPE | at supermarket {FR} S","Abondance cheese, from cow's milk",30,6.120159157,2.40E-07,0.627158655,0.010785127,4.59E-07,1.33E-07,3.78E-09,0.063114141,0.000845596,0.020955155,0.268190974,63.1622906,333.380475,2.141759728,32.37378023,1.58E-05,0.575332458,12112,milk and dairy products,cheese and similar,0.017259974,0.183604775
"Parmesan cheese, from cow's milk, processed in FR | Chilled | LDPE | at supermarket {FR} S","Parmesan cheese, from cow's milk",30,6.120159157,2.40E-07,0.627158655,0.010785127,4.59E-07,1.33E-07,3.78E-09,0.063114141,0.000845596,0.020955155,0.268190974,63.1622906,333.380475,2.141759728,32.37378023,1.58E-05,0.575332458,12120,milk and dairy products,cheese and similar,0.017259974,0.183604775
"Emmental cheese, from cow's milk, processed in FR | Chilled | LDPE | at supermarket {FR} S","Emmental cheese, from cow's milk",30,6.126698275,2.40E-07,0.626952397,0.010794647,4.59E-07,1.33E-07,3.79E-09,0.063192609,0.000846045,0.02097928,0.268539206,63.24271354,333.8202947,2.143729264,32.37140531,1.58E-05,0.575915303,12115,milk and dairy products,cheese and similar,0.017277459,0.183800948
"Sandwich made with French bread, ham and emmental cheese, processed in FR | Chilled | LDPE | at supermarket {FR} S","Sandwich made with French bread, ham and emmental cheese",140,4.683914358,7.34E-07,1.552391338,0.009902202,4.87E-07,7.75E-08,3.54E-09,0.067889729,0.000747038,0.019693372,0.288497393,59.56739092,252.2259334,2.671655834,55.5582909,1.69E-05,0.576245471,25485,ready meals and starters,sandwiches,0.080674366,0.65574801
"Sandwich made with French bread, ham, emmental cheese and butter, processed in FR | Chilled | LDPE | at supermarket {FR} S","Sandwich made with French bread, ham, emmental cheese and butter",140,4.683914358,7.34E-07,1.552391338,0.009902202,4.87E-07,7.75E-08,3.54E-09,0.067889729,0.000747038,0.019693372,0.288497393,59.56739092,252.2259334,2.671655834,55.5582909,1.69E-05,0.576245471,25521,ready meals and starters,sandwiches,0.080674366,0.65574801
"Sandwich made with wholemeal loaf bread, ham and cheese, processed in FR | Chilled | LDPE | at supermarket {FR} S","Sandwich made with wholemeal loaf bread, ham and cheese",140,4.683914358,7.34E-07,1.552391338,0.009902202,4.87E-07,7.75E-08,3.54E-09,0.067889729,0.000747038,0.019693372,0.288497393,59.56739092,252.2259334,2.671655834,55.5582909,1.69E-05,0.576245471,25576,ready meals and starters,sandwiches,0.080674366,0.65574801
"Processed cheese with fresh cream cheese and walnuts, processed in FR | Chilled | PP | at supermarket {FR} S",Processed cheese with fresh cream cheese and walnuts,30,5.384032978,2.51E-07,0.994444525,0.010377612,4.34E-07,1.19E-07,3.61E-09,0.060207339,0.00075972,0.020415349,0.255821666,60.0313488,324.8035579,4.609939522,40.8445011,1.90E-05,0.577042549,12355,milk and dairy products,cheese and similar,0.017311276,0.161520989
"Emmental cheese, grated, from cow's milk, processed in FR | Chilled | LDPE | at supermarket {FR} S","Emmental cheese, grated, from cow's milk",30,6.156907149,2.40E-07,0.626000018,0.010838631,4.62E-07,1.34E-07,3.81E-09,0.063555307,0.000848122,0.02109079,0.270148817,63.61427076,335.8515202,2.152748159,32.36040924,1.59E-05,0.578607941,12118,milk and dairy products,cheese and similar,0.017358238,0.184707214
"Hard cheese, emmental-type cheese, reduced fat, processed in FR | Chilled | LDPE | at supermarket {FR} S","Hard cheese, emmental-type cheese, reduced fat",30,6.156907149,2.40E-07,0.626000018,0.010838631,4.62E-07,1.34E-07,3.81E-09,0.063555307,0.000848122,0.02109079,0.270148817,63.61427076,335.8515202,2.152748159,32.36040924,1.59E-05,0.578607941,12116,milk and dairy products,cheese and similar,0.017358238,0.184707214
"Bolognese-style pasta (spaghetti, tagliatelle...), processed in FR | Chilled | PP | at supermarket {FR} S","Bolognese-style pasta (spaghetti, tagliatelle…)",140,5.446323727,2.49E-07,1.142974233,0.010489571,4.67E-07,1.16E-07,3.05E-09,0.066587868,0.000579789,0.019695222,0.285017767,32.32605309,372.2803322,2.668697417,47.12110066,1.65E-05,0.579278463,25085,ready meals and starters,ready meals,0.081098985,0.762485322
"Gruyere cheese, from cow's milk, processed in FR | Chilled | LDPE | at supermarket {FR} S","Gruyere cheese, from cow's milk",30,6.188723539,2.40E-07,0.62499735,0.010884955,4.64E-07,1.35E-07,3.83E-09,0.063937309,0.000850309,0.02120823,0.271844085,64.00561311,337.9908129,2.16218641,32.34882655,1.59E-05,0.581443421,12114,milk and dairy products,cheese and similar,0.017443303,0.185661706
"Mimolette cheese, extra old, from cow's milk, processed in FR | Chilled | LDPE | at supermarket {FR} S","Mimolette cheese, extra old, from cow's milk",30,6.192923976,2.41E-07,0.624864961,0.01089107,4.64E-07,1.35E-07,3.83E-09,0.063987716,0.000850598,0.02122373,0.27206779,64.0572713,338.2732503,2.163457373,32.34729817,1.59E-05,0.581817858,12742,milk and dairy products,cheese and similar,0.017454536,0.185787719
"Stuffed vegetables (excluding tomato), processed in FR | Chilled | PP | at supermarket {FR} S",Stuffed vegetables (excluding tomato),140,4.090061721,4.70E-07,1.863050969,0.009493435,5.04E-07,6.90E-08,3.36E-09,0.069787449,0.000675846,0.018033544,0.298348102,59.10302273,223.0490187,4.411337053,61.45078814,1.68E-05,0.582712847,25511,ready meals and starters,ready meals,0.081579799,0.572608641
"Tomato paste, double concentrate, canned, processed in FR | Ambient (long) | Steel | at supermarket {FR} S","Tomato paste, double concentrate, canned",30,4.140153206,5.93E-07,0.600462486,0.013016989,2.43E-07,1.46E-07,5.67E-09,0.026282988,0.000672489,0.012176856,0.085788886,24.82836374,-30.4826541,24.57534232,68.31701816,3.12E-05,0.584862747,20268,"fruits, vegetables, legumes and oilseeds",Vegetables,0.017545882,0.124204596
"Stuffed tomatoes, processed in FR | Chilled | PP | at supermarket {FR} S",Stuffed tomatoes,140,4.158587544,4.65E-07,1.837025753,0.009479284,5.13E-07,7.21E-08,3.43E-09,0.071196176,0.000683839,0.018145833,0.303892537,60.55325207,223.9875274,3.779203587,61.11212407,1.72E-05,0.584932148,25103,ready meals and starters,ready meals,0.081890501,0.582202256
"Pineapple juice, reconstituted from a concentrate, processed in FR | Ambient (long) | Cardboard | at supermarket {FR} S","Pineapple juice, reconstituted from a concentrate",240,4.724138006,8.02E-07,0.36169278,0.044528678,2.16E-07,3.55E-07,5.18E-09,0.041670049,0.000819968,0.024466289,0.172457531,72.26389272,119.4114225,0.465668894,62.61464453,5.20E-05,0.585451887,2000,beverages,non-alcoholic beverages,0.140508453,1.133793122
"Olive oil, extra virgin, processed in FR | Ambient (long) | PET | at supermarket {FR} S","Olive oil, extra virgin",10,0.976678552,9.83E-07,0.260758221,0.010863289,3.15E-07,2.35E-07,4.90E-09,0.043776721,0.000629829,0.019916956,0.180745941,64.31410699,616.9494343,22.16321006,27.12611363,4.12E-05,0.587032755,17270,fats,vegetable oils,0.005870328,0.009766786
"Chocolate cake, processed in FR | Ambient (long) | PS | at supermarket {FR} S",Chocolate cake,80,7.795962013,1.70E-07,0.71919128,0.014493643,3.64E-07,8.27E-08,5.35E-09,0.047977552,0.000974831,0.024005149,0.200433619,50.70540862,347.1303098,2.41776762,40.56958321,1.35E-05,0.587478703,23585,cereal products,cakes and pastry,0.046998296,0.623676961
"Mimolette cheese, old, from cow's milk, processed in FR | Chilled | LDPE | at supermarket {FR} S","Mimolette cheese, old, from cow's milk",30,6.274915881,2.41E-07,0.62228018,0.01101045,4.70E-07,1.37E-07,3.88E-09,0.064972082,0.000856235,0.021526368,0.276436282,65.06572545,343.7862598,2.187952884,32.31747117,1.61E-05,0.589126026,12738,milk and dairy products,cheese and similar,0.017673781,0.188247476
"Chocolate soft cake, prepacked, processed in FR | Ambient (long) | PS | at supermarket {FR} S","Chocolate soft cake, prepacked",80,9.257345895,1.58E-07,0.671170849,0.01651058,2.93E-07,6.75E-08,6.05E-09,0.036301179,0.00106601,0.025476165,0.148532104,39.96425406,381.9093646,2.000864789,42.0005398,1.03E-05,0.589691762,23586,cereal products,cakes and pastry,0.047175341,0.740587672
"Soft cake filled with chocolate or chocolate drops or milk, processed in FR | Ambient (long) | PS | at supermarket {FR} S",Soft cake filled with chocolate or chocolate drops or milk,80,9.257345895,1.58E-07,0.671170849,0.01651058,2.93E-07,6.75E-08,6.05E-09,0.036301179,0.00106601,0.025476165,0.148532104,39.96425406,381.9093646,2.000864789,42.0005398,1.03E-05,0.589691762,23939,cereal products,cakes and pastry,0.047175341,0.740587672
"Sponge cake filled and covered with chocolate, processed in FR | Ambient (long) | PS | at supermarket {FR} S",Sponge cake filled and covered with chocolate,80,9.257345895,1.58E-07,0.671170849,0.01651058,2.93E-07,6.75E-08,6.05E-09,0.036301179,0.00106601,0.025476165,0.148532104,39.96425406,381.9093646,2.000864789,42.0005398,1.03E-05,0.589691762,23940,cereal products,cakes and pastry,0.047175341,0.740587672
"Shepherd's pie with duck, processed in FR | Chilled | PP | at supermarket {FR} S",Shepherd's pie with duck,140,4.847683498,2.89E-07,0.928490312,0.011763953,4.90E-07,1.07E-07,4.13E-09,0.067142321,0.000910035,0.019511475,0.280595137,84.00012841,254.4147397,4.157839575,47.51873828,1.97E-05,0.592715494,25195,ready meals and starters,ready meals,0.082980169,0.67867569
"Stuffed cabbage, processed in FR | Chilled | PP | at supermarket {FR} S",Stuffed cabbage,140,4.234141625,4.83E-07,1.87394636,0.00983299,5.24E-07,8.54E-08,3.49E-09,0.072489977,0.000683566,0.019980909,0.311513857,60.89775659,237.8790838,3.028427003,61.73800994,1.67E-05,0.593345159,25106,ready meals and starters,ready meals,0.083068322,0.592779827
"Brazil nut, processed in FR | Ambient (long) | LDPE | at supermarket {FR} S",Brazil nut,30,7.37498442,3.37E-07,0.217492373,0.018848098,1.66E-07,3.31E-08,6.63E-09,0.024652003,0.000960417,0.029976397,0.087169777,21.81270757,504.0344989,17.61546667,24.38778131,1.22E-05,0.595445746,15008,"fruits, vegetables, legumes and oilseeds",Nuts and seeds,0.017863372,0.221249533
"Butter, light, 39-41% fat, unsalted, processed in FR | Chilled | PP | at supermarket {FR} S","Butter, light, 39-41% fat, unsalted",10,6.201404817,1.99E-07,0.821648147,0.010759274,4.61E-07,1.44E-07,3.95E-09,0.066599075,0.000690624,0.021387223,0.286337295,67.05415456,355.5778158,1.999385731,32.81662989,2.06E-05,0.595935117,16415,fats,butters,0.005959351,0.062014048
"Semi-hard cheese, from ewe's milk, processed in FR | Chilled | LDPE | at supermarket {FR} S","Semi-hard cheese, from ewe's milk",30,4.76965382,2.17E-07,0.61390231,0.007768047,6.76E-07,6.01E-08,2.16E-09,0.093536463,0.000487542,0.02170075,0.408059274,17.20477901,480.5980547,1.088680766,31.54000937,9.41E-06,0.597068823,12827,milk and dairy products,cheese and similar,0.017912065,0.143089615
"Sausage in a brioche crust, cooked, processed in FR | Chilled | PS | at supermarket {FR} S","Sausage in a brioche crust, cooked",85,4.459648635,2.24E-07,1.774146745,0.009808814,5.34E-07,7.48E-08,3.70E-09,0.074656417,0.000692316,0.020315816,0.319732831,65.03341938,255.5038166,3.022355006,57.41277729,1.59E-05,0.599319746,30707,"meat, eggs, fish",delicatessen meat and similar,0.050942178,0.379070134
"Pork sausage stew with cabbage, carrots and potatoes, processed in FR | Chilled | PP | at supermarket {FR} S","Pork sausage stew with cabbage, carrots and potatoes",195,4.242382302,5.61E-07,2.122840472,0.009650511,5.25E-07,6.11E-08,3.33E-09,0.072470772,0.000710416,0.018437337,0.308122527,63.53844621,229.4668411,3.445256248,68.36674301,1.74E-05,0.602697634,25071,ready meals and starters,ready meals,0.117526039,0.827264549
"Carbonara sauce (cream sauce with lardoons), prepacked, processed in FR | Chilled | PVC | at supermarket {FR} S","Carbonara sauce (cream sauce with lardoons), prepacked",125,4.870483275,2.93E-07,1.524297776,0.009753542,5.28E-07,9.37E-08,3.78E-09,0.074106529,0.000752714,0.020120208,0.31727676,65.81631281,265.8409253,2.700140132,50.48645974,2.21E-05,0.605952823,11128,culinary aids and other ingredients,sauces,0.075744103,0.608810409
"Ham and cheese in puffed pastry, processed in FR | Chilled | Cardboard | at supermarket {FR} S",Ham and cheese in puffed pastry,85,5.289756375,6.43E-07,1.442983126,0.010361456,5.09E-07,9.93E-08,3.84E-09,0.071154075,0.000769673,0.02154226,0.304437711,65.14753551,297.4646455,2.494933615,49.47128577,1.77E-05,0.606281909,25508,ready meals and starters,savoury pastries and other starters,0.051533962,0.449629292
"European pilchard or sardine, fillets without fishbone, in olive oil, canned, drained, processed in FR | Ambient (long) | Already packed - Aluminium | at supermarket {FR} S","European pilchard or sardine, fillets without fishbone, in olive oil, canned, drained",85,4.246048836,4.05E-07,0.38262644,0.028082564,5.30E-07,1.55E-07,5.62E-09,0.057869863,0.001261906,0.016668175,0.160913405,39.25740654,261.9171922,9.514456682,56.35517462,1.92E-05,0.607060432,26231,"meat, eggs, fish",fish products,0.051600137,0.360914151
"European pilchard or sardine, in oil, canned, drained, processed in FR | Ambient (long) | Already packed - Aluminium | at supermarket {FR} S","European pilchard or sardine, in oil, canned, drained",85,4.246048836,4.05E-07,0.38262644,0.028082564,5.30E-07,1.55E-07,5.62E-09,0.057869863,0.001261906,0.016668175,0.160913405,39.25740654,261.9171922,9.514456682,56.35517462,1.92E-05,0.607060432,26034,"meat, eggs, fish",fish products,0.051600137,0.360914151
"European pilchard or sardine, in tomato sauce, canned, drained, processed in FR | Ambient (long) | Already packed - Aluminium | at supermarket {FR} S","European pilchard or sardine, in tomato sauce, canned, drained",85,4.246048836,4.05E-07,0.38262644,0.028082564,5.30E-07,1.55E-07,5.62E-09,0.057869863,0.001261906,0.016668175,0.160913405,39.25740654,261.9171922,9.514456682,56.35517462,1.92E-05,0.607060432,26035,"meat, eggs, fish",fish products,0.051600137,0.360914151
"Pilchard, in tomato sauce, canned, drained, processed in FR | Ambient (long) | Already packed - Aluminium | at supermarket {FR} S","Pilchard, in tomato sauce, canned, drained",85,4.246048836,4.05E-07,0.38262644,0.028082564,5.30E-07,1.55E-07,5.62E-09,0.057869863,0.001261906,0.016668175,0.160913405,39.25740654,261.9171922,9.514456682,56.35517462,1.92E-05,0.607060432,26027,"meat, eggs, fish",fish products,0.051600137,0.360914151
"European pilchard or sardine, in olive oil, canned, processed in FR | Ambient (long) | Already packed - Aluminium | at supermarket {FR} S","European pilchard or sardine, in olive oil, canned, drained",85,4.247590092,4.05E-07,0.390189568,0.028086631,5.30E-07,1.55E-07,5.63E-09,0.057877863,0.001262347,0.016669913,0.160927384,39.26389657,261.9271051,9.517746947,56.5255983,1.93E-05,0.607540195,26040,"meat, eggs, fish",fish products,0.051640917,0.361045158
"Grapefruit juice, pure juice, processed in FR | Ambient (long) | PET | at supermarket {FR} S","Grapefruit juice, pure juice",240,0.989562264,4.50E-07,0.149682636,0.007594348,5.24E-08,4.28E-08,7.14E-10,0.010581674,0.000229484,0.005592638,0.034539428,228.5268402,37.40068596,52.47545688,14.35285636,3.44E-05,0.612934131,2027,beverages,non-alcoholic beverages,0.147104191,0.237494943
"Breakfast cereals, chocolate puffed/popped wheat grain, fortified with vitamins and chemical elements, processed in FR | Ambient (long) | Cardboard | at supermarket {FR} S","Breakfast cereals, chocolate puffed/popped wheat grain, fortified with vitamins and chemical elements",15,3.403212934,1.97E-07,0.660983533,0.009484522,2.42E-07,2.92E-07,2.32E-09,0.034105322,0.00060788,0.030282693,0.139989325,40.0229398,223.9768184,28.5295372,31.55991505,1.15E-05,0.613661793,32115,cereal products,breakfast cereals and biscuits,0.009204927,0.051048194
"Breakfast cereals, chocolate wheat grain flakes (not fortified with vitamins and chemical elements), processed in FR | Ambient (long) | Cardboard | at supermarket {FR} S","Breakfast cereals, chocolate wheat grain flakes (not fortified with vitamins and chemical elements)",40,3.403212934,1.97E-07,0.660983533,0.009484522,2.42E-07,2.92E-07,2.32E-09,0.034105322,0.00060788,0.030282693,0.139989325,40.0229398,223.9768184,28.5295372,31.55991505,1.15E-05,0.613661793,32011,cereal products,breakfast cereals and biscuits,0.024546472,0.136128517
"Breakfast cereals, chocolate wheat grain flakes, fortified with vitamins and chemical elements, processed in FR | Ambient (long) | Cardboard | at supermarket {FR} S","Breakfast cereals, chocolate wheat grain flakes, fortified with vitamins and chemical elements",40,3.403212934,1.97E-07,0.660983533,0.009484522,2.42E-07,2.92E-07,2.32E-09,0.034105322,0.00060788,0.030282693,0.139989325,40.0229398,223.9768184,28.5295372,31.55991505,1.15E-05,0.613661793,32009,cereal products,breakfast cereals and biscuits,0.024546472,0.136128517
"Breakfast cereals, diet, with chocolate, fortified with vitamins and chemical elements, processed in FR | Ambient (long) | Cardboard | at supermarket {FR} S","Breakfast cereals, diet, with chocolate, fortified with vitamins and chemical elements",40,3.403212934,1.97E-07,0.660983533,0.009484522,2.42E-07,2.92E-07,2.32E-09,0.034105322,0.00060788,0.030282693,0.139989325,40.0229398,223.9768184,28.5295372,31.55991505,1.15E-05,0.613661793,32022,cereal products,breakfast cereals and biscuits,0.024546472,0.136128517
"Breakfast cereals, diet, with chocolate, not fortified, processed in FR | Ambient (long) | Cardboard | at supermarket {FR} S","Breakfast cereals, diet, with chocolate, not fortified",40,3.403212934,1.97E-07,0.660983533,0.009484522,2.42E-07,2.92E-07,2.32E-09,0.034105322,0.00060788,0.030282693,0.139989325,40.0229398,223.9768184,28.5295372,31.55991505,1.15E-05,0.613661793,32028,cereal products,breakfast cereals and biscuits,0.024546472,0.136128517
"Breakfast cereals, filled with a filling other than chocolate, fortified with vitamins and chemical elements, processed in FR | Ambient (long) | Cardboard | at supermarket {FR} S","Breakfast cereals, filled with a filling other than chocolate, fortified with vitamins and chemical elements",40,3.403212934,1.97E-07,0.660983533,0.009484522,2.42E-07,2.92E-07,2.32E-09,0.034105322,0.00060788,0.030282693,0.139989325,40.0229398,223.9768184,28.5295372,31.55991505,1.15E-05,0.613661793,32018,cereal products,breakfast cereals and biscuits,0.024546472,0.136128517
"Breakfast cereals, filled with chocolate or chocolate-hazelnuts, fortified with vitamins and chemical elements, processed in FR | Ambient (long) | Cardboard | at supermarket {FR} S","Breakfast cereals, filled with chocolate or chocolate-hazelnuts",40,3.403212934,1.97E-07,0.660983533,0.009484522,2.42E-07,2.92E-07,2.32E-09,0.034105322,0.00060788,0.030282693,0.139989325,40.0229398,223.9768184,28.5295372,31.55991505,1.15E-05,0.613661793,32017,cereal products,breakfast cereals and biscuits,0.024546472,0.136128517
"Breakfast cereals, filled with chocolate or chocolate-hazelnuts, processed in FR | Ambient (long) | Cardboard | at supermarket {FR} S","Breakfast cereals, filled with chocolate or chocolate-hazelnuts, fortified with vitamins and chemical elements",40,3.403212934,1.97E-07,0.660983533,0.009484522,2.42E-07,2.92E-07,2.32E-09,0.034105322,0.00060788,0.030282693,0.139989325,40.0229398,223.9768184,28.5295372,31.55991505,1.15E-05,0.613661793,32016,cereal products,breakfast cereals and biscuits,0.024546472,0.136128517
"Breakfast cereals, rich in fibre, with chocolate, fortified with vitamins and chemical elements, processed in FR | Ambient (long) | Cardboard | at supermarket {FR} S","Breakfast cereals, rich in fibre, with chocolate, fortified with vitamins and chemical elements",40,3.403212934,1.97E-07,0.660983533,0.009484522,2.42E-07,2.92E-07,2.32E-09,0.034105322,0.00060788,0.030282693,0.139989325,40.0229398,223.9768184,28.5295372,31.55991505,1.15E-05,0.613661793,32008,cereal products,breakfast cereals and biscuits,0.024546472,0.136128517
"Breakfast cereals, with chocolate, not filled (not fortified with vitamins and chemical elements), processed in FR | Ambient (long) | Cardboard | at supermarket {FR} S","Breakfast cereals, with chocolate, not filled (not fortified with vitamins and chemical elements)",40,3.403212934,1.97E-07,0.660983533,0.009484522,2.42E-07,2.92E-07,2.32E-09,0.034105322,0.00060788,0.030282693,0.139989325,40.0229398,223.9768184,28.5295372,31.55991505,1.15E-05,0.613661793,32013,cereal products,breakfast cereals and biscuits,0.024546472,0.136128517
"Breakfast cereals, with chocolate, not filled, fortified with vitamins and chemical elements, processed in FR | Ambient (long) | Cardboard | at supermarket {FR} S","Breakfast cereals, with chocolate, not filled, fortified with vitamins and chemical elements",40,3.403212934,1.97E-07,0.660983533,0.009484522,2.42E-07,2.92E-07,2.32E-09,0.034105322,0.00060788,0.030282693,0.139989325,40.0229398,223.9768184,28.5295372,31.55991505,1.15E-05,0.613661793,32001,cereal products,breakfast cereals and biscuits,0.024546472,0.136128517
"Chestnut flour, processed in FR | Ambient (long) | LDPE | at supermarket {FR} S",Chestnut flour,30,2.482427866,3.38E-07,0.402309637,0.011110143,2.00E-07,4.80E-08,1.61E-09,0.030998124,0.000461196,0.010751083,0.123028613,27.74102209,421.9914505,33.4312641,35.16352976,5.59E-05,0.616109614,9570,"fruits, vegetables, legumes and oilseeds",Nuts and seeds,0.018483288,0.074472836
"Veal quenelle, in sauce, processed in FR | Chilled | LDPE | at supermarket {FR} S","Veal quenelle, in sauce",140,5.91413098,2.33E-07,0.908671421,0.011800419,4.74E-07,1.26E-07,3.62E-09,0.068570728,0.000753004,0.03325703,0.292545805,63.60963239,372.9871124,2.472067375,41.35115383,1.50E-05,0.620729379,8903,"meat, eggs, fish",delicatessen meat and similar,0.086902113,0.827978337
"Breakfast cereals, corn flakes, plain (not fortified with vitamins and chemical elements), processed in FR | Ambient (long) | LDPE | at supermarket {FR} S","Breakfast cereals, corn flakes, plain (not fortified with vitamins and chemical elements)",40,3.486233781,1.90E-07,0.677631563,0.00986645,2.41E-07,2.92E-07,2.34E-09,0.034456008,0.000630361,0.030176289,0.140034616,39.81961357,220.4058568,28.72350006,35.4094661,1.20E-05,0.623474229,32014,cereal products,breakfast cereals and biscuits,0.024938969,0.139449351
